names	tissues	correlation	ontology	similarity.measure	expr.distance	status
SRR665490_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR661052_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR663368_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR663380_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR663392_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR661409_Thyroid	thyroid	-0.563953631294977	Cosine	Pearson	Spearman	5
SRR661493_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR661711_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR661794_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR663149_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR662510_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR663795_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR807751_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR807799_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR807971_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR807995_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR808638_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR808658_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR808886_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR809043_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR809503_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR809565_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR809943_Kidney_Cortex	kidney	0.155917218847496	Cosine	Pearson	Spearman	5
SRR810007_Kidney_Cortex	kidney	0.398939814706383	Cosine	Pearson	Spearman	5
SRR810153_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR810343_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR810805_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR812270_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR812697_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR812721_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR813108_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR813529_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR813848_Thyroid	thyroid	0.0288581988644524	Cosine	Pearson	Spearman	5
SRR814108_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR814919_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR815140_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR815280_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR815542_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR815711_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR815845_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR816096_Colon_Transverse	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR816794_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR816818_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR816892_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR816969_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR818523_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR818749_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR819486_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR819690_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR819867_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR820186_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR820234_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR821043_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR821148_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR821176_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR821207_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR821356_Kidney_Cortex	kidney	0.398939814706383	Cosine	Pearson	Spearman	5
SRR1069141_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1069209_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1069279_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1069514_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1069850_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1069943_Colon_Sigmoid	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1069991_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1070689_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1070863_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1070960_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1071668_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1071807_Kidney_Cortex	kidney	0.155917218847496	Cosine	Pearson	Spearman	5
SRR1072578_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1073069_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1073217_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1073267_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1073341_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1073435_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1073655_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1073899_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1073971_Colon_Transverse	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1074189_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1074239_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1074314_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1074337_Colon_Sigmoid	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1074410_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1074694_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1075078_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1075102_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1075126_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1075530_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1075729_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1075804_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1076022_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1076120_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1076753_Thyroid	thyroid	0.779353652699202	Cosine	Pearson	Spearman	5
SRR1076940_Colon_Transverse	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1077066_Colon_Transverse	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1077380_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1077429_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1077667_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1078164_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1078278_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1078684_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1078855_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1078948_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1079567_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1080117_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1080222_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1080294_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1080318_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1080366_Kidney_Cortex	kidney	0.731395657051976	Cosine	Pearson	Spearman	5
SRR1080696_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1080951_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1081068_Colon_Sigmoid	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1081116_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1081184_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1081332_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1081493_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1081789_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR1081813_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1082151_Liver	liver	0.232378008224343	Cosine	Pearson	Spearman	5
SRR1082238_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1082496_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR1082909_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1083031_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1083125_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1083456_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1083504_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1083678_Colon_Sigmoid	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1083732_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1083868_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1083983_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1084505_Colon_Sigmoid	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1085235_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1085259_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1085687_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1085759_Kidney_Cortex	kidney	0.398939814706383	Cosine	Pearson	Spearman	5
SRR1086020_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1086164_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1086256_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1086441_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1086514_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1086869_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1087007_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1087271_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1087321_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1087704_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1087752_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1088044_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1088808_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1089207_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1089446_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1089504_Kidney_Cortex	kidney	0.398939814706383	Cosine	Pearson	Spearman	5
SRR1089809_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1089926_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1090095_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1090119_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1090334_Colon_Transverse	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1090383_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1090431_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1090556_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1090626_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1090770_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1090815_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1091054_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1091524_Colon_Sigmoid	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1091645_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1091865_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1091990_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1092397_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1092444_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1092468_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1092493_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1092567_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1092636_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1092749_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1092913_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1093075_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR1093366_Colon_Sigmoid	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1093697_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR1093861_Liver	liver	0.232378008224343	Cosine	Pearson	Spearman	5
SRR1095383_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1095675_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1095792_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1095913_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1095937_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1096081_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1096924_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1097344_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR1097525_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1097708_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1097811_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1097905_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1098002_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1098098_Colon_Transverse	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1098660_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1098686_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1098737_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1099354_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1099402_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1099451_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1099520_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1099765_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1099931_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1100395_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1100991_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1101280_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1101741_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1101883_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1102152_Liver	liver	0.232378008224343	Cosine	Pearson	Spearman	5
SRR1102176_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1102198_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1102224_Colon_Sigmoid	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1102899_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1102998_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1103072_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1105033_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1105248_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1105272_Kidney_Cortex	kidney	0.731395657051976	Cosine	Pearson	Spearman	5
SRR1105441_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1120733_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1120891_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1120939_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1308269_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1308715_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1308860_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1309578_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1309657_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1310433_Liver	liver	0.232378008224343	Cosine	Pearson	Spearman	5
SRR1310758_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1310876_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1310898_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1310939_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1311464_Colon_Transverse	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1311897_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1312002_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1312024_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1312266_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1312577_Colon_Sigmoid	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1312666_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1312784_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1313625_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1313789_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1313807_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1314071_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1314940_Kidney_Cortex	kidney	0.398939814706383	Cosine	Pearson	Spearman	5
SRR1315188_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1315353_Prostate	prostate	-0.0442476622399701	Cosine	Pearson	Spearman	5
SRR1316096_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1316174_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1316343_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1316463_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1316793_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1317001_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1317086_Kidney_Cortex	kidney	0.398939814706383	Cosine	Pearson	Spearman	5
SRR1317110_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1317218_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1317532_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1317554_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1317653_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1317751_Prostate	prostate	0.243898077617688	Cosine	Pearson	Spearman	5
SRR1318208_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1318624_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1318898_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1319038_Colon_Sigmoid	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1319283_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1319502_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1319858_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1319924_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1320445_Colon_Sigmoid	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1320490_Colon_Sigmoid	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1321377_Colon_Sigmoid	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1321877_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1322070_Colon_Sigmoid	colon	0.558073641590904	Cosine	Pearson	Spearman	5
SRR1322186_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1322312_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1322437_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1322477_Liver	liver	0.232378008224343	Cosine	Pearson	Spearman	5
SRR1322494_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1322711_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1322790_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1323002_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1323065_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1323215_Colon_Sigmoid	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1323312_Colon_Transverse	colon	0.548431200396979	Cosine	Pearson	Spearman	5
SRR1323446_Colon_Transverse	colon	-0.0135701155184789	Cosine	Pearson	Spearman	5
SRR1323491_Liver	liver	0.388200624239461	Cosine	Pearson	Spearman	5
SRR1323699_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
SRR1323850_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1323873_Colon_Transverse	colon	0.583586591066556	Cosine	Pearson	Spearman	5
SRR1323914_Thyroid	thyroid	0.769049435958507	Cosine	Pearson	Spearman	5
SRR1323936_Thyroid	thyroid	0.551422395639779	Cosine	Pearson	Spearman	5
SRR1324295_Liver	liver	0.695187104966541	Cosine	Pearson	Spearman	5
SRR1324314_Prostate	prostate	0.110256067439485	Cosine	Pearson	Spearman	5
